transaction_amount,transaction_age,customer_account_age,previous_disputes,previous_successful_transactions,previous_refunds,delivery_confirmed,customer_acknowledged,refund_processed,communication_available,evidence_count,merchant_dispute_rate,transaction_frequency,amount_deviation,dispute_reason,payment_method,outcome
114.55,5,982,0,71,0,1,1,0,1,6,0.0395,4.55,0.17,GOODS_NOT_RECEIVED,CREDIT_CARD,1
102.78,10,778,0,72,0,0,0,0,1,5,0.0153,2.35,0.4,DUPLICATE_TRANSACTION,CREDIT_CARD,1
65.05,44,640,0,54,1,1,1,0,1,6,0.0178,7.64,0.73,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
23.98,40,152,0,9,1,1,1,0,1,6,0.0168,1.44,1.09,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
27.7,5,892,0,79,1,1,1,0,1,6,0.0168,2.95,-0.72,DUPLICATE_TRANSACTION,DEBIT_CARD,1
65.3,19,403,0,13,0,1,1,0,1,5,0.006,2.66,1.96,GOODS_NOT_RECEIVED,DEBIT_CARD,1
97.58,5,1107,1,23,1,1,1,1,0,7,0.0162,2.11,0.38,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
149.9,23,112,0,2,0,1,1,0,1,6,0.0178,1.22,0.13,GOODS_NOT_RECEIVED,DEBIT_CARD,1
53.31,29,291,3,27,3,1,0,0,1,5,0.006,1.12,0.51,GOODS_NOT_RECEIVED,CREDIT_CARD,0
28.2,18,1010,0,17,0,1,1,0,1,6,0.0178,0.8,-0.08,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
12.57,26,77,0,2,0,1,0,0,0,6,0.0081,1.96,-0.97,GOODS_NOT_RECEIVED,CREDIT_CARD,1
100.09,27,411,0,18,1,1,0,0,1,5,0.0182,1.4,0.15,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
61.88,11,113,0,9,0,1,1,0,0,5,0.0186,1.55,-0.38,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
143.66,38,778,0,37,0,0,0,0,1,5,0.006,0.53,0.5,GOODS_NOT_RECEIVED,CREDIT_CARD,0
31.2,15,674,0,13,1,1,1,0,1,5,0.0057,3.43,-1.86,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
26.84,20,1189,0,23,1,1,1,0,0,5,0.006,0.82,0.7,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
41.17,42,1081,0,53,1,1,1,0,1,6,0.0297,2.16,0.72,GOODS_NOT_RECEIVED,CREDIT_CARD,1
31.62,13,661,1,38,1,1,0,0,0,6,0.0037,0.56,-0.4,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
89.99,8,164,0,8,0,1,1,0,1,6,0.006,0.75,-0.24,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
47.64,44,1137,0,63,0,1,0,0,1,5,0.0056,1.22,2.86,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
49.56,39,247,0,7,1,0,0,0,1,5,0.0227,2.21,-1.05,DUPLICATE_TRANSACTION,CREDIT_CARD,1
214.44,27,973,0,58,1,1,0,0,1,5,0.006,1.56,0.39,DUPLICATE_TRANSACTION,DEBIT_CARD,1
95.48,28,893,3,45,4,1,0,0,1,6,0.0081,2.06,0.1,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
23.35,8,527,0,37,1,1,1,0,0,6,0.0182,4.34,0.29,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
14.39,34,1023,0,61,0,1,1,0,1,5,0.0178,0.66,0.77,GOODS_NOT_RECEIVED,CREDIT_CARD,1
66.31,44,820,1,72,1,1,0,0,1,4,0.0044,0.77,0.21,GOODS_NOT_RECEIVED,CREDIT_CARD,0
129.5,36,943,1,16,0,1,1,0,1,5,0.0145,3.24,0.8,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
58.97,42,1007,0,57,2,1,1,0,0,6,0.0239,0.6,-0.55,REFUND_NOT_RECEIVED,CREDIT_CARD,1
55.99,38,1085,0,59,0,0,0,0,0,5,0.0165,7.2,1.66,GOODS_NOT_RECEIVED,CREDIT_CARD,0
43.62,38,733,0,26,1,1,1,0,1,6,0.006,1.93,1.42,GOODS_NOT_RECEIVED,CREDIT_CARD,1
133.14,35,452,0,10,1,1,1,0,1,6,0.0147,5.2,-0.04,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
469.37,35,830,0,37,0,0,0,0,1,5,0.0178,1.65,0.53,GOODS_NOT_RECEIVED,DEBIT_CARD,0
13.57,36,753,0,16,0,1,1,0,1,6,0.0165,0.83,0.55,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
127.21,40,621,0,61,0,1,1,0,1,6,0.0158,2.83,0.67,GOODS_NOT_RECEIVED,CREDIT_CARD,1
146.17,26,268,0,10,1,1,1,0,1,6,0.0297,0.6,0.4,REFUND_NOT_RECEIVED,CREDIT_CARD,0
15.38,23,514,0,15,0,0,0,0,1,5,0.0081,1.26,0.87,DUPLICATE_TRANSACTION,CREDIT_CARD,1
37.54,39,728,0,70,1,1,1,0,1,6,0.0249,1.22,1.0,GOODS_NOT_RECEIVED,CREDIT_CARD,0
119.32,42,412,1,31,1,1,1,0,1,6,0.0249,1.06,0.23,GOODS_NOT_RECEIVED,CREDIT_CARD,1
78.68,19,204,0,12,0,1,1,1,1,7,0.0153,1.0,-0.24,REFUND_NOT_RECEIVED,CREDIT_CARD,1
173.75,42,659,0,57,1,1,1,0,1,6,0.0037,2.67,1.14,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
47.57,12,969,0,36,0,1,1,0,1,6,0.006,0.82,0.53,REFUND_NOT_RECEIVED,DEBIT_CARD,1
33.09,36,264,0,24,0,0,0,0,1,4,0.0057,0.54,-0.77,GOODS_NOT_RECEIVED,CREDIT_CARD,0
33.67,40,294,0,24,1,1,1,1,1,7,0.0277,2.59,-0.27,GOODS_NOT_RECEIVED,CREDIT_CARD,1
55.03,41,1138,0,72,0,1,1,0,1,5,0.0065,1.54,-0.0,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
14.79,34,740,0,22,1,1,1,0,1,6,0.0044,3.71,0.2,REFUND_NOT_RECEIVED,CREDIT_CARD,1
103.31,27,799,2,40,5,1,0,0,1,6,0.0227,1.6,-1.98,GOODS_NOT_RECEIVED,CREDIT_CARD,0
59.14,11,670,0,50,0,1,1,0,1,6,0.0168,1.19,-1.78,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
80.34,26,1031,0,85,0,1,1,0,1,6,0.0044,2.2,-0.73,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
33.72,40,234,0,21,0,0,0,0,1,4,0.0162,1.57,-1.24,GOODS_NOT_RECEIVED,DEBIT_CARD,0
59.6,43,351,0,14,0,1,1,1,1,7,0.0186,1.01,0.27,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
44.09,32,415,3,39,3,1,1,0,1,6,0.0162,2.77,-0.41,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
49.58,16,358,0,24,0,1,1,0,0,6,0.0239,3.37,0.14,GOODS_NOT_RECEIVED,CREDIT_CARD,1
89.37,7,705,1,27,0,1,1,0,1,6,0.0153,2.26,-1.45,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
90.05,42,949,0,16,1,1,0,0,1,5,0.0182,2.33,0.23,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
40.18,40,414,0,19,2,1,1,0,1,6,0.0037,1.06,0.12,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
18.63,25,109,0,7,0,1,0,0,1,6,0.016,1.3,0.12,GOODS_NOT_RECEIVED,DEBIT_CARD,0
63.25,26,812,0,58,0,1,0,0,0,6,0.0153,5.5,-0.6,DUPLICATE_TRANSACTION,DEBIT_CARD,0
25.16,27,1091,0,61,1,0,0,0,0,4,0.0037,1.46,-0.61,GOODS_NOT_RECEIVED,CREDIT_CARD,0
64.93,11,105,0,9,0,1,0,1,1,7,0.0239,0.58,-0.0,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
131.19,11,525,0,15,0,1,1,0,1,6,0.0239,2.71,0.0,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,0
63.5,25,394,0,30,1,1,1,0,1,5,0.0239,3.33,0.77,DUPLICATE_TRANSACTION,CREDIT_CARD,1
133.72,18,691,0,25,0,1,1,1,0,7,0.0059,1.09,-0.46,GOODS_NOT_RECEIVED,DEBIT_CARD,1
51.36,11,891,0,59,2,1,0,0,1,5,0.0168,3.84,-1.0,GOODS_NOT_RECEIVED,DEBIT_CARD,1
29.35,9,387,1,18,0,1,0,0,1,5,0.0186,1.3,0.3,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
18.85,41,743,0,25,0,1,1,0,1,6,0.0056,1.68,-0.04,GOODS_NOT_RECEIVED,DEBIT_CARD,1
80.66,23,1080,0,40,0,1,1,0,1,6,0.0044,3.51,-0.77,GOODS_NOT_RECEIVED,DEBIT_CARD,1
200.72,29,819,3,36,2,1,1,0,1,6,0.0239,1.76,1.34,GOODS_NOT_RECEIVED,CREDIT_CARD,1
34.36,16,783,0,40,0,1,1,0,0,6,0.0182,1.25,1.51,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
406.97,13,966,0,78,0,1,0,0,1,6,0.0178,2.08,1.26,GOODS_NOT_RECEIVED,DEBIT_CARD,1
82.71,5,502,0,49,0,1,1,0,1,6,0.0227,1.86,-0.88,GOODS_NOT_RECEIVED,DEBIT_CARD,1
31.72,33,215,0,9,0,1,1,0,1,6,0.0395,1.93,0.37,GOODS_NOT_RECEIVED,DEBIT_CARD,1
43.65,23,732,0,50,1,1,1,0,1,6,0.0395,5.82,-0.03,REFUND_NOT_RECEIVED,CREDIT_CARD,1
101.13,19,618,0,31,0,1,1,0,1,6,0.006,1.91,0.87,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
76.55,40,1007,0,29,0,1,1,0,1,6,0.0178,0.72,-0.81,GOODS_NOT_RECEIVED,CREDIT_CARD,1
71.06,22,253,0,12,0,1,0,0,0,6,0.016,0.56,-0.95,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
202.65,26,490,0,15,1,1,1,0,0,6,0.0277,4.55,0.29,GOODS_NOT_RECEIVED,CREDIT_CARD,1
32.87,26,456,0,37,1,1,1,0,1,6,0.0162,0.98,0.23,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
140.95,34,503,0,41,0,1,1,0,1,6,0.0071,2.21,-0.09,GOODS_NOT_RECEIVED,DEBIT_CARD,1
33.82,11,690,0,32,0,1,1,0,1,6,0.0395,1.35,-0.52,GOODS_NOT_RECEIVED,CREDIT_CARD,1
187.89,10,245,0,15,1,1,1,0,1,6,0.0162,2.83,0.56,REFUND_NOT_RECEIVED,DIGITAL_WALLET,1
816.65,17,268,0,10,1,0,0,0,1,5,0.006,0.57,0.85,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
58.22,18,686,0,59,0,1,1,0,1,5,0.006,0.75,-0.17,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
22.12,6,31,0,1,0,1,1,0,0,5,0.0168,0.52,-1.32,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
34.38,20,488,0,28,0,1,0,0,1,5,0.0395,2.86,-0.12,DUPLICATE_TRANSACTION,CREDIT_CARD,1
163.77,43,1035,3,101,1,1,0,0,1,5,0.0277,0.63,-0.14,REFUND_NOT_RECEIVED,BANK_TRANSFER,1
30.98,37,837,0,77,0,0,0,0,1,4,0.0145,3.31,0.06,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
86.86,5,650,1,62,0,1,0,0,1,5,0.0071,2.14,-0.47,REFUND_NOT_RECEIVED,CREDIT_CARD,1
34.61,34,1026,0,48,0,1,1,1,1,7,0.0186,2.91,-1.49,GOODS_NOT_RECEIVED,CREDIT_CARD,1
203.98,15,352,0,17,0,1,1,0,1,6,0.0057,2.52,0.57,DUPLICATE_TRANSACTION,BANK_TRANSFER,1
109.7,18,1036,1,49,2,1,1,0,1,6,0.0227,1.09,-0.32,GOODS_NOT_RECEIVED,CREDIT_CARD,1
160.08,41,1183,1,101,1,1,0,0,1,5,0.016,4.51,1.3,GOODS_NOT_RECEIVED,CREDIT_CARD,0
30.39,41,972,0,96,0,1,0,0,0,5,0.0182,1.08,0.3,GOODS_NOT_RECEIVED,BANK_TRANSFER,1
93.71,39,1181,0,95,0,1,1,0,1,6,0.0182,0.72,0.36,GOODS_NOT_RECEIVED,DEBIT_CARD,1
27.66,18,765,0,75,1,1,0,0,0,6,0.0162,0.82,0.1,DUPLICATE_TRANSACTION,CREDIT_CARD,1
118.79,26,1198,1,79,0,1,1,1,1,7,0.0071,1.13,-0.55,GOODS_NOT_RECEIVED,CREDIT_CARD,1
40.16,35,554,0,9,0,1,1,0,1,5,0.0259,1.12,0.05,GOODS_NOT_RECEIVED,CREDIT_CARD,1
68.64,22,204,0,15,0,1,1,0,1,6,0.0395,1.77,0.68,GOODS_NOT_RECEIVED,CREDIT_CARD,1
152.36,14,245,0,22,0,1,1,0,1,6,0.0145,1.48,0.48,GOODS_NOT_RECEIVED,CREDIT_CARD,1
31.66,28,247,0,7,1,1,1,0,1,5,0.0182,0.96,0.94,GOODS_NOT_RECEIVED,CREDIT_CARD,1
18.39,28,899,0,79,0,1,0,0,1,5,0.0165,2.07,1.56,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
62.85,36,899,0,79,0,0,0,0,1,4,0.0081,2.05,0.18,REFUND_NOT_RECEIVED,DEBIT_CARD,1
49.36,41,561,0,47,0,1,1,0,1,6,0.0145,1.14,-0.51,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
13.52,38,278,0,19,0,1,1,0,1,6,0.0056,3.52,0.17,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
179.64,14,1027,0,99,1,1,0,0,1,6,0.0186,0.9,0.28,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
74.09,18,810,0,28,2,1,1,0,1,6,0.0229,0.57,1.39,GOODS_NOT_RECEIVED,CREDIT_CARD,1
25.9,27,1151,0,107,0,1,0,0,1,5,0.0178,6.76,1.21,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
69.91,36,574,0,11,1,1,1,1,1,7,0.0297,1.21,0.52,REFUND_NOT_RECEIVED,DIGITAL_WALLET,1
26.04,16,1018,0,46,2,1,1,0,1,6,0.0057,1.02,2.3,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
44.73,28,270,1,20,1,1,1,0,1,6,0.0297,1.11,-0.49,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
23.87,38,216,2,6,0,1,1,0,1,6,0.0065,1.15,-0.11,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,1
277.28,24,168,3,16,1,0,0,0,1,5,0.0182,1.57,-0.82,DUPLICATE_TRANSACTION,CREDIT_CARD,0
74.82,33,268,0,10,1,0,0,0,0,5,0.0065,2.02,-1.59,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
71.12,20,490,0,8,1,0,0,0,0,5,0.0071,1.05,0.97,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
29.68,44,55,0,5,0,1,1,1,1,7,0.0065,7.3,-0.35,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
37.72,13,640,0,54,1,1,1,0,1,6,0.0071,0.69,1.15,GOODS_NOT_RECEIVED,CREDIT_CARD,1
211.01,7,623,0,34,0,1,1,0,1,6,0.0297,1.92,0.07,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
184.6,14,481,0,37,0,1,1,0,1,6,0.0182,1.35,-0.3,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
44.63,44,806,0,79,0,1,1,0,0,6,0.0297,1.05,-0.43,GOODS_NOT_RECEIVED,CREDIT_CARD,1
65.41,5,653,0,32,0,1,1,0,0,6,0.0395,0.58,-0.38,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,0
85.14,11,1101,0,76,0,1,1,0,1,6,0.0147,2.69,-0.01,GOODS_NOT_RECEIVED,DEBIT_CARD,1
35.28,35,731,0,40,0,1,0,0,1,5,0.0186,1.47,1.28,GOODS_NOT_RECEIVED,BANK_TRANSFER,0
64.83,17,267,1,19,0,0,0,0,1,5,0.0182,1.46,-0.15,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
71.6,26,123,0,4,1,1,1,0,1,6,0.0239,1.78,0.58,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
51.38,20,984,0,91,0,1,0,0,1,6,0.0037,0.94,-0.89,GOODS_NOT_RECEIVED,CREDIT_CARD,0
62.7,26,926,0,52,0,1,0,0,1,5,0.0162,1.6,-0.71,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
26.3,10,971,1,36,1,1,0,0,1,5,0.0182,1.28,0.16,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
66.21,5,79,0,6,1,0,0,0,1,4,0.016,2.0,-0.35,GOODS_NOT_RECEIVED,CREDIT_CARD,0
34.93,6,829,1,26,0,1,1,0,1,6,0.0065,1.1,-0.5,GOODS_NOT_RECEIVED,CREDIT_CARD,1
109.89,31,713,0,47,0,1,1,0,0,6,0.0259,1.31,-0.2,GOODS_NOT_RECEIVED,CREDIT_CARD,1
131.55,16,898,0,20,0,1,1,0,1,6,0.0037,5.0,-0.03,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
25.64,10,699,0,20,0,1,1,0,1,6,0.0044,1.21,-0.41,GOODS_NOT_RECEIVED,CREDIT_CARD,0
177.62,6,34,0,1,0,1,1,0,1,6,0.0178,1.13,1.48,GOODS_NOT_RECEIVED,CREDIT_CARD,0
53.66,41,158,0,14,1,0,0,0,0,5,0.0162,2.43,0.65,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
93.71,14,1023,0,36,0,1,0,0,1,5,0.0249,2.3,-0.31,GOODS_NOT_RECEIVED,DEBIT_CARD,1
283.66,21,204,0,8,1,1,1,0,1,6,0.006,4.72,0.82,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
65.69,21,1160,2,98,1,1,1,0,1,6,0.0162,2.85,0.29,REFUND_NOT_RECEIVED,CREDIT_CARD,1
8.36,10,407,0,13,2,1,1,0,1,6,0.0249,1.54,0.47,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
150.42,5,379,0,20,1,1,1,0,0,6,0.0037,0.79,0.73,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
29.26,24,560,0,38,0,1,0,0,1,5,0.0065,0.72,-0.64,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
51.69,22,76,4,6,6,1,1,0,0,6,0.0229,1.7,-0.02,GOODS_NOT_RECEIVED,DIGITAL_WALLET,0
117.57,13,145,1,6,0,1,0,0,1,5,0.0186,2.87,-1.0,DUPLICATE_TRANSACTION,DIGITAL_WALLET,1
34.1,36,136,0,8,1,1,1,0,1,6,0.0081,1.67,0.53,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
15.51,21,660,0,29,1,0,0,0,1,4,0.0182,1.47,1.2,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
95.52,23,49,0,2,1,1,0,0,1,6,0.0178,0.84,0.11,GOODS_NOT_RECEIVED,CREDIT_CARD,1
62.4,17,682,0,45,1,1,1,0,1,6,0.0165,1.03,0.05,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
31.77,5,238,0,15,0,1,0,0,1,6,0.0239,2.45,-0.15,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
127.65,42,394,0,30,1,1,0,0,1,5,0.0297,2.07,0.66,DUPLICATE_TRANSACTION,CREDIT_CARD,1
112.2,42,90,0,8,3,1,1,0,1,6,0.0056,1.02,0.62,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
90.33,40,1138,0,88,0,1,1,0,1,6,0.0182,7.73,0.51,GOODS_NOT_RECEIVED,CREDIT_CARD,1
582.22,14,449,0,19,0,1,0,0,1,6,0.0178,2.29,-1.2,REFUND_NOT_RECEIVED,CREDIT_CARD,0
82.12,39,698,0,51,0,1,1,0,1,6,0.0065,2.35,-0.76,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
38.4,30,962,2,19,3,1,0,0,1,6,0.0056,0.66,0.57,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
82.52,37,900,0,28,0,1,1,0,1,6,0.0065,1.29,-1.36,GOODS_NOT_RECEIVED,DEBIT_CARD,1
163.71,44,245,0,22,0,1,1,0,1,6,0.0037,0.6,-1.02,GOODS_NOT_RECEIVED,DEBIT_CARD,1
72.72,12,140,0,9,0,1,1,1,0,7,0.0186,1.11,0.46,GOODS_NOT_RECEIVED,DIGITAL_WALLET,1
25.9,24,837,0,81,0,1,1,0,1,6,0.0147,1.36,0.15,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
682.62,6,415,0,20,1,0,0,0,1,4,0.0297,2.09,-0.05,REFUND_NOT_RECEIVED,CREDIT_CARD,1
63.45,43,984,0,91,0,1,0,0,1,6,0.0158,4.11,1.46,GOODS_NOT_RECEIVED,DEBIT_CARD,1
29.03,44,117,0,11,0,1,1,0,1,6,0.0162,0.75,-0.34,DUPLICATE_TRANSACTION,DEBIT_CARD,1
133.29,32,869,3,23,1,1,1,0,0,5,0.0145,3.1,-1.26,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
123.59,33,560,0,38,0,1,1,0,0,6,0.0081,0.75,0.5,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
30.71,29,723,0,39,0,1,1,0,0,5,0.0153,1.28,-0.13,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
56.28,30,648,0,13,0,0,0,1,1,5,0.0229,0.99,-0.58,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
35.65,12,517,5,32,4,1,0,0,1,5,0.0081,0.73,-0.61,GOODS_NOT_RECEIVED,DEBIT_CARD,1
43.85,34,561,0,47,0,1,1,0,1,6,0.0297,2.16,1.05,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,1
155.02,5,37,0,2,1,1,1,0,1,6,0.0056,1.27,-0.24,GOODS_NOT_RECEIVED,DEBIT_CARD,1
102.68,32,172,0,14,0,1,1,0,0,6,0.0162,0.7,-0.0,GOODS_NOT_RECEIVED,CREDIT_CARD,1
95.25,34,914,0,71,0,1,1,0,0,6,0.0145,1.81,-0.4,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
90.55,17,923,0,82,1,1,1,1,0,7,0.0395,3.28,-0.53,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
218.17,25,1043,0,45,1,1,1,1,1,7,0.0229,2.15,1.72,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
106.13,25,752,0,55,1,1,1,0,1,6,0.0178,0.75,0.16,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
150.37,44,743,0,25,0,0,0,1,0,6,0.0229,3.11,-0.68,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
118.2,15,399,0,14,1,1,1,0,1,6,0.0071,0.68,-0.64,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
291.71,31,638,2,14,4,1,1,1,1,7,0.006,3.39,1.28,GOODS_NOT_RECEIVED,CREDIT_CARD,0
552.62,9,253,0,12,0,1,1,0,1,6,0.0147,1.07,0.12,DUPLICATE_TRANSACTION,DEBIT_CARD,1
120.05,17,714,0,22,0,0,0,0,0,4,0.0227,1.43,0.01,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
169.05,16,187,0,3,0,1,0,1,1,6,0.0044,4.98,0.59,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
53.55,44,583,1,54,1,1,1,0,0,6,0.0178,0.59,0.49,GOODS_NOT_RECEIVED,CREDIT_CARD,0
106.43,37,23,1,1,1,1,0,0,1,5,0.0153,0.66,1.45,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
200.03,34,100,0,9,1,1,1,0,1,6,0.0229,0.72,-0.72,GOODS_NOT_RECEIVED,CREDIT_CARD,1
22.35,7,1157,0,89,0,1,0,0,1,5,0.0178,2.23,0.73,REFUND_NOT_RECEIVED,CREDIT_CARD,1
39.22,27,648,0,13,0,1,1,0,1,6,0.0147,0.88,-2.05,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
12.02,35,764,0,32,2,1,0,0,1,6,0.0057,4.25,-0.54,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
57.54,10,1151,0,81,0,1,1,0,0,6,0.0395,2.39,-0.63,GOODS_NOT_RECEIVED,CREDIT_CARD,0
36.55,15,270,1,20,1,1,1,0,1,5,0.016,1.95,0.43,DUPLICATE_TRANSACTION,CREDIT_CARD,1
11.83,41,948,0,80,0,1,1,0,1,6,0.016,4.03,0.23,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,1
383.33,43,491,0,22,0,1,0,0,1,5,0.0182,2.16,0.55,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,1
382.7,41,456,0,40,1,1,0,0,1,6,0.0178,0.81,0.43,GOODS_NOT_RECEIVED,CREDIT_CARD,1
178.0,43,663,2,25,3,1,1,0,1,6,0.0178,1.22,0.29,GOODS_NOT_RECEIVED,CREDIT_CARD,1
22.96,10,244,0,12,0,1,0,0,1,5,0.0165,5.65,0.26,UNAUTHORIZED_TRANSACTION,DEBIT_CARD,0
71.17,22,1114,4,36,2,0,0,0,1,4,0.0056,2.88,-0.23,GOODS_NOT_AS_DESCRIBED,DEBIT_CARD,1
19.91,5,217,0,7,0,1,1,0,1,6,0.0227,1.63,-0.02,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,0
194.58,22,753,0,13,1,1,0,0,1,6,0.0182,3.5,0.3,UNAUTHORIZED_TRANSACTION,CREDIT_CARD,0
120.69,15,1047,0,94,0,1,0,0,1,6,0.0168,2.34,-0.87,GOODS_NOT_RECEIVED,DEBIT_CARD,0
117.48,10,890,1,66,1,1,1,0,1,6,0.006,1.7,0.6,GOODS_NOT_RECEIVED,DEBIT_CARD,1
23.45,9,1097,0,23,0,0,0,0,1,4,0.0065,5.89,1.2,GOODS_NOT_RECEIVED,DEBIT_CARD,0
28.17,28,773,0,21,1,1,1,1,1,7,0.0071,3.02,-0.75,GOODS_NOT_RECEIVED,CREDIT_CARD,1
135.15,6,264,0,24,0,1,1,0,0,6,0.0056,2.05,0.07,GOODS_NOT_RECEIVED,CREDIT_CARD,1
33.04,39,422,0,32,0,1,0,0,1,5,0.0165,1.35,0.09,UNAUTHORIZED_TRANSACTION,DIGITAL_WALLET,0
21.64,38,474,0,16,1,0,0,0,1,5,0.0395,1.17,0.11,UNAUTHORIZED_TRANSACTION,BANK_TRANSFER,1
244.73,6,809,0,19,0,1,1,0,1,6,0.016,2.75,-0.96,REFUND_NOT_RECEIVED,CREDIT_CARD,1
77.38,16,1043,1,67,0,1,1,0,1,6,0.0059,5.11,-0.11,GOODS_NOT_AS_DESCRIBED,CREDIT_CARD,0
197.0,6,662,0,24,0,1,0,1,1,7,0.016,0.64,-0.53,GOODS_NOT_RECEIVED,CREDIT_CARD,1
13.83,39,1137,0,56,0,1,1,0,1,6,0.0037,1.76,0.53,GOODS_NOT_AS_DESCRIBED,DIGITAL_WALLET,1
531.95,33,966,0,78,0,1,1,1,1,7,0.0145,2.89,0.22,GOODS_NOT_RECEIVED,CREDIT_CARD,1
66.82,37,830,0,37,0,1,1,0,1,6,0.0239,0.77,-1.1,REFUND_NOT_RECEIVED,CREDIT_CARD,0
